TARGET_B,TARGET_D,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,MEDIAN_HOME_VALUE,BIN_MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PER_CAPITA_INCOME,BIN_PER_CAPITA_INCOME,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,PCT_ATTRIBUTE3,PCT_ATTRIBUTE4,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,BIN_LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_AVG_GIFT,BIN_FILE_AVG_GIFT,FILE_CARD_GIFT
0,0,125,80,0,5,1,3,0,F,7,1,B,5,3922,3,913,57,82157,9,0,35,14,49,1,0,2,1,0.1,24.0,0.111,23.0,2,1,17.0,31,76,135.0,11,12.27,2,22.0,25.0,3.0,23.0,9,19,17,126,12.27,2,6
0,0,29,38,0,3,1,13,0,F,4,0,N,0,3143,3,754,94,35003,9,0,24,23,32,0,0,3,1,0.0,0.0,0.0,0.0,0,0,18.0,6,15,25.0,1,25.0,3,0.0,25.0,25.0,25.0,4,10,23,23,25.0,3,0
1,30,29,35,0,3,2,16,1,F,4,0,P,0,618,1,233,79,12864,4,0,39,25,45,1,0,5,3,0.28600000000000003,10.25,0.667,10.25,4,4,16.0,9,28,41.0,4,10.25,1,19.0,24.0,5.0,24.0,4,13,16,33,10.25,1,4
0,0,65,49,0,3,2,18,1,F,5,0,B,4,652,1,327,66,12845,4,0,14,68,5,0,0,5,3,0.267,9.75,0.25,10.5,4,2,15.0,15,37,58.0,7,8.29,1,6.0,11.0,5.0,9.0,6,12,15,57,8.29,1,3
0,0,137,74,0,3,3,21,0,M,3,0,N,0,828,2,487,85,19833,8,0,6,67,33,1,1,6,1,0.21100000000000002,8.5,0.2,7.0,4,2,19.0,33,80,142.0,25,5.68,0,8.0,10.0,2.0,10.0,6,13,19,129,5.68,0,14
1,11,137,17,0,4,3,30,1,M,5,1,B,5,406,0,186,72,8797,0,0,45,30,20,1,0,5,2,0.3,10.67,0.2,10.0,3,1,17.0,18,44,57.0,10,5.7,0,10.0,12.0,2.0,10.0,3,6,17,126,5.7,0,7
0,0,17,49,0,3,2,20,1,M,4,0,P,0,946,2,395,70,25055,9,0,53,11,74,0,0,2,1,0.2,20.0,0.5,20.0,1,1,17.0,5,13,20.0,1,20.0,3,0.0,20.0,20.0,20.0,4,10,17,17,20.0,3,1
0,0,29,50,0,3,2,16,1,F,5,0,B,0,611,1,386,80,12800,4,0,26,20,38,0,0,5,1,0.14300000000000002,22.5,0.25,22.5,2,2,21.0,12,26,57.0,3,19.0,3,13.0,25.0,12.0,20.0,6,13,21,29,19.0,3,2
0,0,41,77,0,3,1,13,1,M,3,0,P,0,436,0,191,85,9335,1,0,36,26,45,0,0,5,2,0.158,12.33,0.222,12.5,3,2,17.0,14,37,52.0,5,10.4,1,10.0,15.0,5.0,12.0,6,14,17,40,10.4,1,3
0,0,41,87,0,3,2,16,0,F,1,0,N,0,611,1,386,80,12800,4,0,26,20,38,1,1,6,4,0.364,6.88,0.545,7.5,8,6,19.0,17,40,92.0,14,6.57,0,5.0,10.0,5.0,8.0,6,11,19,44,6.57,0,7
1,10,65,80,0,5,1,2,1,F,1,0,B,2,740,1,388,87,22630,8,0,27,27,34,0,0,5,3,0.17600000000000002,9.67,0.125,10.0,3,1,15.0,15,37,61.0,7,8.71,1,6.0,11.0,5.0,11.0,6,12,15,54,8.71,1,2
0,0,77,65,0,3,2,16,1,F,5,1,B,1,654,1,337,86,15787,6,2,38,6,67,1,1,6,4,0.611,15.36,0.727,15.0,11,8,17.0,23,56,417.0,34,12.26,2,14.0,19.0,5.0,15.0,6,12,17,69,12.26,2,16
1,17,101,45,0,5,3,8,0,F,2,1,B,2,532,1,237,72,11962,3,0,32,37,29,0,0,5,1,0.136,15.67,0.0,0.0,3,0,26.0,25,59,108.0,9,12.0,2,12.0,17.0,5.0,17.0,5,11,26,89,12.0,2,4
0,0,89,40,0,3,2,16,1,F,4,0,B,5,638,1,319,83,13624,4,2,37,38,37,0,0,5,2,0.1,11.0,0.0,0.0,2,0,18.0,21,53,74.0,10,7.4,0,7.0,12.0,5.0,10.0,6,13,18,89,7.4,0,4
0,0,113,75,0,5,2,5,1,M,2,1,M,8,635,1,313,82,14952,5,1,53,7,53,1,0,5,4,0.47600000000000003,5.5,0.727,5.63,10,8,17.0,29,73,121.0,21,5.76,0,5.0,10.0,5.0,10.0,6,14,17,105,5.76,0,14
0,0,137,87,0,5,3,9,1,F,1,1,B,30,952,2,198,10,11723,3,0,25,34,18,1,0,5,1,0.071,26.0,0.0,0.0,1,0,20.0,28,73,249.0,13,19.15,3,25.0,30.0,5.0,26.0,5,12,20,122,19.15,3,7
0,0,29,40,0,3,1,13,1,F,5,1,M,4,1313,3,549,95,26089,9,0,46,8,59,0,0,3,1,0.0,0.0,0.0,0.0,0,0,18.0,6,15,25.0,1,25.0,3,0.0,25.0,25.0,25.0,4,10,22,22,25.0,3,0
0,0,89,78,0,3,1,13,1,M,7,1,B,34,2359,3,670,97,38789,9,0,50,23,61,0,0,5,1,0.067,20.0,0.0,0.0,1,0,18.0,19,54,67.0,5,13.4,2,10.0,20.0,10.0,20.0,4,11,18,81,13.4,2,2
0,0,29,40,0,5,1,1,0,M,7,1,M,8,469,0,277,70,11044,2,0,30,18,49,0,0,5,2,0.214,19.33,0.429,19.33,3,3,22.0,11,27,58.0,3,19.33,3,12.0,25.0,13.0,25.0,6,13,22,29,19.33,3,3
1,10,41,56,0,5,1,2,1,F,7,1,B,1,1715,3,554,90,31480,9,0,29,27,64,1,0,5,4,0.364,7.5,0.455,7.2,8,5,16.0,17,41,83.0,12,6.92,0,7.0,10.0,3.0,9.0,6,14,16,45,6.92,0,6
1,15,53,70,0,3,1,13,0,F,4,1,N,0,928,2,408,56,17067,6,0,36,39,42,0,0,5,1,0.091,13.5,0.091,12.0,2,1,19.0,20,47,77.0,6,12.83,2,5.0,15.0,10.0,15.0,6,12,19,52,12.83,2,1
0,0,113,61,0,5,2,4,0,F,6,1,N,0,421,0,146,41,4833,0,0,38,22,40,0,0,5,1,0.048,24.0,0.0,0.0,1,0,26.0,21,56,100.0,6,16.67,3,20.0,25.0,5.0,24.0,5,11,26,112,16.67,3,1
0,0,89,86,0,3,1,14,0,F,1,1,B,15,1050,2,606,92,22151,8,0,27,33,37,1,1,6,4,0.2,12.5,0.2,12.5,4,2,18.0,26,64,105.0,12,8.75,1,10.0,15.0,5.0,13.0,6,13,18,84,8.75,1,7
0,0,17,57,0,5,1,2,1,M,4,0,B,4,914,2,522,98,21290,8,0,43,18,37,0,0,2,1,0.14300000000000002,25.0,0.33299999999999996,25.0,1,1,21.0,7,16,25.0,1,25.0,3,0.0,25.0,25.0,25.0,5,11,21,21,25.0,3,1
0,0,29,73,0,3,2,16,1,F,5,1,B,2,582,1,272,84,10483,2,0,33,19,34,0,0,5,1,0.154,15.0,0.33299999999999996,15.0,2,2,15.0,10,22,30.0,2,15.0,2,10.0,20.0,10.0,20.0,5,11,15,28,15.0,2,2
1,21,17,49,0,3,2,16,1,F,5,0,B,1,0,0,0,0,0,0,0,48,35,47,0,0,2,1,0.2,15.0,0.0,0.0,1,0,16.0,5,12,15.0,1,15.0,2,0.0,15.0,15.0,15.0,4,10,16,16,15.0,2,0
0,0,29,46,0,3,2,17,0,M,4,0,N,0,464,0,188,64,7943,0,0,39,47,28,0,0,3,2,0.182,85.0,0.2,160.0,2,1,19.0,9,24,170.0,2,85.0,3,150.0,160.0,10.0,10.0,6,14,19,24,85.0,3,1
0,0,65,27,0,3,1,13,1,M,4,1,M,0,842,2,440,85,16206,6,0,31,25,31,1,1,6,3,0.222,11.25,0.33299999999999996,11.67,4,3,17.0,19,50,84.0,9,9.33,1,12.0,15.0,3.0,10.0,6,15,17,65,9.33,1,5
1,20,137,77,0,3,1,12,0,F,7,0,N,0,904,2,117,12,10892,2,0,31,25,31,1,10,5,1,0.188,20.0,0.125,20.0,3,1,15.0,20,55,248.5,18,13.81,2,15.0,20.0,5.0,20.0,3,8,15,130,13.81,2,9
0,0,41,51,0,3,3,21,0,F,4,0,N,0,1125,2,0,99,0,0,0,0,0,0,0,0,5,1,0.105,14.5,0.25,14.5,2,2,24.0,12,30,39.0,3,13.0,2,5.0,15.0,10.0,15.0,4,10,24,39,13.0,2,2
0,0,17,67,0,5,3,8,1,M,6,1,B,3,609,1,258,81,8857,1,0,33,10,56,0,0,2,1,0.2,20.0,0.5,20.0,1,1,16.0,6,14,20.0,1,20.0,3,0.0,20.0,20.0,20.0,5,12,16,16,20.0,3,1
0,0,29,36,0,5,1,3,1,F,6,1,B,19,2442,3,641,56,38212,9,0,25,47,17,0,0,5,1,0.14300000000000002,18.0,0.16699999999999998,21.0,2,1,22.0,9,23,36.0,2,18.0,3,6.0,21.0,15.0,21.0,4,10,22,31,18.0,3,1
0,0,41,45,0,3,1,13,1,F,7,0,P,0,504,0,223,80,10467,2,0,38,8,70,0,0,5,3,0.2,10.75,0.2,10.5,4,2,17.0,15,34,68.0,6,11.33,2,15.0,20.0,5.0,12.0,6,13,17,39,11.33,2,2
0,0,65,76,0,3,1,13,0,M,5,0,N,0,1741,3,796,94,34667,9,0,54,27,19,0,0,5,1,0.095,34.0,0.2,34.0,2,2,17.0,19,46,120.0,6,20.0,3,45.0,50.0,5.0,50.0,6,13,17,57,20.0,3,4
0,0,113,78,0,3,3,21,0,F,2,1,N,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,0.2,14.75,0.2,15.0,4,2,26.0,27,71,217.0,21,10.33,1,12.0,15.0,3.0,14.0,4,11,26,105,10.33,1,11
1,25,113,53,0,3,1,15,1,F,6,1,B,9,1129,2,332,51,22706,8,0,24,64,13,1,0,5,1,0.15,18.33,0.3,18.33,3,3,24.0,29,71,250.0,12,20.83,3,25.0,30.0,5.0,25.0,6,12,24,113,20.83,3,8
0,0,17,52,0,5,3,9,0,M,2,1,B,11,1719,3,55,2,6353,0,0,15,35,0,0,0,2,1,0.2,25.0,0.5,25.0,1,1,17.0,6,14,25.0,1,25.0,3,0.0,25.0,25.0,25.0,5,11,17,17,25.0,3,1
0,0,17,52,0,3,1,15,1,F,4,0,B,19,425,0,212,7,20695,8,0,25,41,21,0,0,3,2,0.14300000000000002,15.0,0.0,0.0,1,0,20.0,7,18,30.0,2,15.0,2,0.0,15.0,15.0,15.0,6,13,18,20,15.0,2,0
1,20,53,53,0,3,1,14,1,F,6,0,B,8,2650,3,853,80,41814,9,0,24,58,8,0,0,5,1,0.05,20.0,0.111,20.0,1,1,18.0,18,40,55.0,4,13.75,2,15.0,20.0,5.0,20.0,6,12,18,51,13.75,2,1
0,0,41,49,0,3,3,21,1,M,4,1,B,3,580,1,315,82,11181,2,1,29,40,18,0,0,5,1,0.059000000000000004,15.0,0.0,0.0,1,0,19.0,11,29,37.0,3,12.33,2,5.0,15.0,10.0,15.0,4,10,19,41,12.33,2,0
0,0,53,33,0,3,3,21,1,M,6,1,P,0,1425,3,625,93,22232,8,0,0,0,0,0,0,5,1,0.1,11.0,0.111,7.0,2,1,26.0,14,38,35.0,5,7.0,0,12.0,15.0,3.0,15.0,5,12,26,53,7.0,0,3
0,0,29,49,0,3,1,14,1,F,7,1,M,6,2750,3,712,72,33923,9,0,14,68,0,0,0,5,1,0.16699999999999998,12.5,0.33299999999999996,12.5,2,2,17.0,9,21,25.0,2,12.5,2,5.0,15.0,10.0,15.0,4,10,17,28,12.5,2,2
0,0,29,66,0,3,1,14,1,M,7,0,B,30,2750,3,712,72,33923,9,0,14,68,0,0,0,5,3,0.33299999999999996,8.25,0.25,13.0,4,1,16.0,8,22,33.0,4,8.25,1,8.0,13.0,5.0,13.0,5,11,16,31,8.25,1,1
0,0,77,61,0,2,2,40,0,F,2,0,P,0,709,1,410,78,17433,7,0,28,64,8,1,0,5,2,0.182,11.75,0.182,10.0,4,2,22.0,24,59,110.0,10,11.0,1,10.0,15.0,5.0,10.0,6,12,22,75,11.0,1,5
0,0,125,56,0,3,3,21,0,U,1,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0.222,11.75,0.25,12.5,4,2,15.0,29,64,104.0,10,10.4,1,10.0,15.0,5.0,10.0,6,13,15,118,10.4,1,6
0,0,125,80,0,3,3,21,0,M,2,0,P,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,0.095,16.0,0.0,0.0,2,0,16.0,31,73,163.0,16,10.19,1,15.0,17.0,2.0,17.0,6,13,16,115,10.19,1,9
0,0,89,52,0,2,3,41,0,M,2,0,P,0,401,0,237,61,10819,2,0,29,27,32,0,0,5,2,0.095,12.5,0.1,15.0,2,1,15.0,24,60,99.0,8,12.38,2,15.0,20.0,5.0,10.0,6,13,15,87,12.38,2,5
0,0,41,40,0,2,2,40,0,M,1,0,N,0,663,1,314,65,16313,6,1,36,35,30,1,3,5,1,0.095,14.0,0.0,0.0,2,0,27.0,15,35,63.0,4,15.75,3,15.0,25.0,10.0,25.0,6,13,18,41,15.75,3,1
1,15,137,59,0,2,2,40,0,M,5,0,P,0,762,2,439,87,16107,6,1,36,35,30,1,0,5,2,0.15,15.0,0.0,0.0,3,0,15.0,30,70,107.0,11,9.73,1,10.0,15.0,5.0,15.0,5,12,15,126,9.73,1,6
0,0,29,73,0,1,2,49,1,F,3,0,P,0,621,1,336,79,13270,4,0,31,38,30,1,0,5,4,0.41700000000000004,8.8,0.667,8.75,5,4,16.0,9,22,44.0,5,8.8,1,5.0,10.0,5.0,10.0,5,10,16,28,8.8,1,4
0,0,29,77,0,1,3,53,0,F,3,0,P,0,413,0,196,83,9599,1,0,36,20,45,0,0,5,1,0.154,15.0,0.0,0.0,2,0,19.0,8,21,30.0,2,15.0,2,10.0,20.0,10.0,20.0,4,10,19,31,15.0,2,0
1,16,101,67,0,4,2,25,1,F,2,1,B,1,271,0,114,47,7545,0,0,19,24,36,0,0,5,1,0.105,16.0,0.125,16.0,2,1,23.0,20,50,68.0,5,13.6,2,6.0,16.0,10.0,16.0,4,10,23,98,13.6,2,3
1,10,29,54,0,1,3,51,0,F,1,0,P,0,385,0,185,81,11857,3,0,28,31,45,1,0,5,3,0.278,9.2,0.444,9.0,5,4,23.0,13,29,52.0,6,8.67,1,6.0,11.0,5.0,10.0,6,12,23,33,8.67,1,4
0,0,65,57,0,1,2,45,1,F,4,0,B,0,489,0,232,74,10525,2,0,34,0,52,0,0,5,1,0.19,16.5,0.1,14.0,4,1,19.0,18,45,93.0,7,13.29,2,15.0,20.0,5.0,18.0,6,13,19,57,13.29,2,2
0,0,53,49,0,1,3,53,0,F,5,1,P,0,243,0,144,76,8928,1,0,35,20,56,0,0,5,3,0.308,9.0,0.16699999999999998,10.0,4,1,17.0,13,34,41.0,5,8.2,1,5.0,10.0,5.0,10.0,6,12,17,53,8.2,1,2
0,0,101,59,0,1,3,53,1,F,7,0,P,0,419,0,211,81,10103,1,0,35,25,46,0,0,5,1,0.182,10.5,0.25,1.0,2,1,18.0,16,44,43.0,6,7.17,0,19.0,20.0,1.0,20.0,6,13,18,89,7.17,0,4
0,0,77,80,0,1,2,45,1,F,4,1,B,0,375,0,235,77,10607,2,0,33,20,37,0,0,5,2,0.1,22.5,0.1,25.0,2,1,21.0,23,56,152.0,8,19.0,3,10.0,25.0,15.0,20.0,6,13,18,76,19.0,3,3
0,0,137,76,0,2,3,41,1,M,2,1,B,9,277,0,64,43,4369,0,0,42,8,50,1,4,5,1,0.21100000000000002,13.0,0.3,12.0,4,3,26.0,30,79,470.0,40,11.75,2,12.0,17.0,5.0,16.0,4,9,26,130,11.75,2,19
0,0,101,73,0,2,3,41,0,M,1,0,N,0,367,0,156,64,8060,0,0,34,25,43,0,0,5,3,0.16699999999999998,33.33,0.2,37.5,3,2,17.0,20,47,190.0,7,27.14,3,35.0,50.0,15.0,25.0,6,14,17,92,27.14,3,3
1,25,41,41,0,2,2,36,0,F,3,0,P,0,500,0,229,65,11313,2,0,34,37,43,0,0,5,1,0.055999999999999994,25.0,0.111,25.0,1,1,21.0,14,34,50.0,2,25.0,3,0.0,25.0,25.0,25.0,6,12,21,41,25.0,3,2
0,0,29,83,0,1,2,45,1,M,6,0,P,0,418,0,255,74,11303,2,0,35,34,37,0,0,5,1,0.154,20.0,0.33299999999999996,20.0,2,2,23.0,9,22,40.0,2,20.0,3,0.0,20.0,20.0,20.0,4,10,23,29,20.0,3,2
1,20,29,51,0,2,2,36,1,M,4,1,B,8,393,0,287,85,11982,3,0,42,31,48,0,0,3,1,0.1,20.0,0.25,20.0,1,1,24.0,6,15,20.0,1,20.0,3,0.0,20.0,20.0,20.0,3,7,24,24,20.0,3,1
0,0,77,71,0,4,3,32,0,F,1,1,B,1,257,0,94,38,7044,0,0,51,20,26,1,0,5,4,0.41700000000000004,9.0,0.4,9.0,5,2,17.0,14,39,57.0,7,8.14,1,7.0,12.0,5.0,8.0,6,14,17,68,8.14,1,3
0,0,113,41,0,2,2,39,1,M,4,1,B,1,629,1,290,85,11683,3,0,27,30,22,1,1,6,2,0.273,11.0,0.455,10.8,6,5,24.0,28,71,138.0,18,7.67,0,17.0,20.0,3.0,10.0,6,11,24,113,7.67,0,12
1,10,137,58,0,4,3,30,1,F,5,0,B,30,626,1,204,44,11936,3,0,49,36,46,1,7,5,1,0.1,18.0,0.2,18.0,2,2,23.0,31,76,169.0,15,11.27,2,15.0,20.0,5.0,20.0,6,12,23,108,11.27,2,9
1,10,29,85,0,3,2,0,0,M,5,0,P,0,424,0,252,66,14198,5,0,0,0,0,1,0,5,4,0.313,9.0,0.28600000000000003,10.0,5,2,15.0,13,34,55.0,6,9.17,1,5.0,10.0,5.0,10.0,8,19,8,32,9.17,1,2
1,20,65,68,0,3,2,0,1,F,7,1,P,0,424,0,252,66,14198,5,0,0,0,0,0,0,5,1,0.136,17.67,0.091,13.0,3,1,18.0,19,42,70.0,6,11.67,2,18.0,20.0,2.0,20.0,6,13,18,59,11.67,2,4
0,0,137,47,0,3,2,0,0,F,1,0,N,0,552,1,340,75,12850,4,0,0,0,0,1,0,5,2,0.158,11.67,0.125,11.0,3,1,19.0,29,71,84.0,13,6.46,0,10.0,13.0,3.0,13.0,6,13,19,127,6.46,0,7
1,15,77,74,0,1,2,48,0,M,2,1,B,1,376,0,179,74,10225,1,0,40,10,61,1,0,5,2,0.059000000000000004,15.0,0.14300000000000002,15.0,1,1,21.0,19,47,64.68,8,8.09,1,10.32,15.0,4.68,10.0,6,11,18,66,8.09,1,4
0,0,125,83,0,1,2,48,1,F,5,0,B,1,379,0,191,73,9564,1,0,40,10,61,1,11,5,1,0.055999999999999994,20.0,0.125,20.0,1,1,21.0,24,57,48.0,11,4.36,0,19.0,20.0,1.0,20.0,6,14,21,115,4.36,0,9
0,0,29,87,0,2,2,36,0,F,3,0,N,0,707,1,245,9,12588,4,0,16,7,52,0,0,5,4,0.278,11.6,0.375,11.0,5,3,15.0,12,29,58.0,5,11.6,2,3.0,13.0,10.0,13.0,6,13,15,33,11.6,2,3
0,0,137,70,0,1,2,48,1,M,5,1,B,22,386,0,72,38,5020,0,0,44,9,56,1,9,4,1,0.158,10.0,0.2,10.0,3,2,15.0,31,80,215.0,30,7.17,0,6.0,11.0,5.0,10.0,4,11,15,128,7.17,0,17
0,0,137,82,0,1,2,45,0,M,3,1,N,0,386,0,72,38,5020,0,0,44,9,56,1,0,5,3,0.182,8.75,0.182,10.0,4,2,20.0,34,76,153.0,21,7.29,0,5.0,10.0,5.0,5.0,6,13,20,129,7.29,0,9
0,0,101,49,0,1,2,43,0,U,2,0,N,0,463,0,162,81,7180,0,0,31,30,30,0,0,5,1,0.053,20.0,0.0,0.0,1,0,25.0,22,52,56.0,5,11.2,1,15.0,20.0,5.0,20.0,6,11,25,84,11.2,1,1
1,9,113,67,0,4,1,24,1,F,2,0,B,12,498,0,227,51,10907,2,0,22,22,41,0,0,5,2,0.14300000000000002,8.67,0.1,8.0,3,1,24.0,26,58,82.0,11,7.45,0,6.0,11.0,5.0,8.0,6,11,24,103,7.45,0,6
0,0,137,81,0,4,2,26,0,F,1,1,M,1,711,1,275,51,19132,7,0,34,14,56,1,3,5,1,0.0,0.0,0.0,0.0,0,0,18.0,28,72,249.0,21,11.86,2,12.0,17.0,5.0,10.0,4,9,26,119,11.86,2,10
1,10,77,73,0,4,2,27,1,F,5,1,B,1,659,1,367,68,15615,6,0,38,21,50,0,0,5,2,0.14300000000000002,12.33,0.1,10.0,3,1,25.0,21,50,87.0,8,10.88,1,10.0,15.0,5.0,15.0,6,13,18,67,10.88,1,2
0,0,41,47,0,2,2,37,1,M,6,1,B,1,702,1,426,87,14278,5,0,36,36,28,0,0,5,3,0.23800000000000002,14.0,0.2,14.5,5,2,20.0,15,35,82.0,7,11.71,2,10.0,15.0,5.0,14.0,6,12,20,41,11.71,2,3
0,0,89,48,0,4,3,31,1,M,5,0,P,0,397,0,180,70,7289,0,0,0,0,0,1,0,5,1,0.11800000000000001,17.0,0.125,16.0,2,1,18.0,22,57,100.0,7,14.29,2,8.0,18.0,10.0,18.0,5,12,18,80,14.29,2,4
0,0,17,82,0,1,3,53,1,F,4,1,B,1,413,0,204,80,10771,2,0,31,0,63,0,0,2,1,0.0,0.0,0.0,0.0,0,0,18.0,4,12,25.0,1,25.0,3,0.0,25.0,25.0,25.0,4,10,19,19,25.0,3,0
0,0,29,77,0,1,2,46,0,M,5,0,P,0,457,0,232,78,11609,3,0,29,29,42,0,0,5,1,0.154,13.0,0.2,16.0,2,1,17.0,8,25,26.0,2,13.0,2,6.0,16.0,10.0,16.0,4,11,17,32,13.0,2,1
0,0,101,17,0,1,2,46,0,F,3,0,P,0,457,0,232,78,11609,3,0,29,29,42,1,1,6,2,0.25,15.0,0.28600000000000003,15.0,3,2,16.0,20,49,104.5,10,10.45,1,18.0,20.0,2.0,15.0,5,10,16,91,10.45,1,9
1,10,137,63,0,1,2,47,0,F,5,0,P,0,347,0,205,65,9938,1,0,33,29,32,1,4,5,1,0.16699999999999998,6.67,0.125,10.0,3,1,17.0,28,74,85.0,13,6.54,0,10.0,13.0,3.0,10.0,5,12,17,126,6.54,0,9
0,0,125,73,0,1,2,45,0,U,6,1,B,0,435,0,210,77,11076,2,0,36,28,39,1,1,6,3,0.267,13.75,0.0,0.0,4,0,18.0,23,59,166.0,17,9.76,1,10.0,15.0,5.0,10.0,5,12,5,119,9.76,1,10
1,22,17,53,0,2,2,36,0,F,3,1,B,4,430,0,174,64,12627,4,0,58,4,48,0,0,2,2,0.2,20.0,0.5,20.0,1,1,16.0,5,14,26.0,2,13.0,2,14.0,20.0,6.0,6.0,4,12,15,16,13.0,2,1
1,15,53,37,0,1,2,48,0,F,2,0,N,0,390,0,223,75,11982,3,0,32,15,61,0,0,5,1,0.105,20.0,0.0,0.0,2,0,26.0,15,36,55.0,4,13.75,2,15.0,20.0,5.0,20.0,5,10,26,51,13.75,2,1
0,0,77,67,0,2,2,36,1,F,2,0,P,0,432,0,229,82,10258,1,0,31,24,43,0,0,5,3,0.231,6.67,0.0,0.0,3,0,19.0,9,25,34.0,7,4.86,0,8.0,10.0,2.0,10.0,4,7,19,68,4.86,0,1
1,20,77,50,0,2,2,40,1,M,5,1,B,11,491,0,356,72,12961,4,0,32,31,35,1,0,5,3,0.05,15.0,0.0,0.0,1,0,18.0,22,59,129.0,8,16.13,3,10.0,20.0,10.0,15.0,6,14,18,74,16.13,3,4
0,0,101,26,0,2,1,35,0,F,1,1,M,1,695,1,371,85,15951,6,0,37,22,52,1,0,5,1,0.095,24.0,0.091,25.0,2,1,21.0,26,64,185.0,9,20.56,3,10.0,25.0,15.0,25.0,6,13,21,90,20.56,3,4
1,5,17,40,0,1,2,45,0,F,1,1,M,7,398,0,216,84,11289,2,0,36,24,38,0,0,2,1,0.2,15.0,0.5,15.0,1,1,17.0,5,14,15.0,1,15.0,2,0.0,15.0,15.0,15.0,4,11,17,17,15.0,2,1
0,0,41,49,0,1,2,45,0,M,1,0,P,0,343,0,197,76,8903,1,0,36,24,38,0,0,5,3,0.2,11.0,0.33299999999999996,11.33,4,3,22.0,14,35,61.0,6,10.17,1,9.0,14.0,5.0,10.0,6,12,22,41,10.17,1,4
0,0,29,77,0,1,3,53,0,F,2,0,P,0,347,0,158,80,9275,1,0,37,26,45,0,0,5,1,0.14300000000000002,27.5,0.14300000000000002,35.0,2,1,22.0,11,25,55.0,2,27.5,3,15.0,35.0,20.0,35.0,6,13,22,28,27.5,3,1
0,0,41,70,0,1,3,53,0,M,5,0,N,0,347,0,158,80,9275,1,0,37,26,45,0,0,5,3,0.222,11.5,0.25,11.0,4,2,19.0,14,34,58.0,6,9.67,1,10.0,13.0,3.0,13.0,6,12,19,45,9.67,1,3
0,0,29,47,0,2,2,36,0,M,1,1,B,0,386,0,238,79,10998,2,0,37,20,80,0,0,5,1,0.14300000000000002,20.0,0.28600000000000003,20.0,2,2,23.0,10,22,40.0,2,20.0,3,0.0,20.0,20.0,20.0,5,11,23,27,20.0,3,2
0,0,137,46,0,2,2,36,1,F,4,1,B,3,386,0,238,79,10998,2,0,37,20,80,1,12,5,3,0.105,6.0,0.111,7.0,2,1,17.0,29,69,67.0,14,4.79,0,4.0,7.0,3.0,7.0,6,13,17,127,4.79,0,9
0,0,17,81,0,2,2,37,1,F,2,1,B,2,336,0,219,84,9534,1,0,32,27,47,0,0,2,2,0.0,0.0,0.0,0.0,0,0,18.0,5,15,26.0,2,13.0,2,6.0,16.0,10.0,16.0,5,13,15,19,13.0,2,0
0,0,77,7,0,2,1,34,0,F,4,1,M,7,852,2,444,61,16119,6,0,36,26,17,1,0,5,2,0.1,22.5,0.1,25.0,2,1,20.0,24,60,169.0,9,18.78,3,10.0,25.0,15.0,25.0,6,13,20,76,18.78,3,5
1,5,137,59,0,1,2,45,1,M,5,0,B,4,948,2,545,89,20038,8,0,32,27,42,1,1,6,4,0.278,5.0,0.375,5.0,5,3,15.0,29,74,105.0,21,5.0,0,0.0,5.0,5.0,5.0,5,12,15,130,5.0,0,14
1,10,29,48,0,1,2,45,0,F,1,0,N,0,396,0,195,75,9318,1,0,32,25,44,0,0,3,3,0.182,15.0,0.4,15.0,2,2,15.0,9,23,40.0,3,13.33,2,10.0,20.0,10.0,10.0,6,13,15,24,13.33,2,2
0,0,137,26,0,1,2,45,0,F,1,0,N,0,396,0,195,75,9318,1,0,32,25,44,1,0,5,1,0.0,0.0,0.0,0.0,0,0,18.0,31,78,510.0,12,42.5,3,70.0,75.0,5.0,50.0,6,12,25,123,42.5,3,7
